idx,name,source,text,n_tokens,n_valid,mean_delta,mean_sigma,A_marginal,A_joint,A_cov,pearson_rho,signature
48833,jorian edward forwood jenks,GEN,"Jorian Edward Forwood Jenks was born on 10th June 1997 in New York. He was raised by his single mother, his biological father having left the family when Jorian was just a child. His mother married a man named Edward Jenks soon after Jorian was born, and he assumed his stepfather’s surname.

Jorian graduated high school in 2015, and joined the military shortly after. He served in the US Army for five years. Since then, he has been working as a professional writer, specializing in topics pertaini",153,121,0.469693,3.444957,1.618071,1.594357,-0.023713,-0.068215,MIXED
12105,kim yong-chan,REF,kim yong-chan -lrb- ; born 8 april 1990 -rrb- is a south korean footballer who plays as full back for chungju hummel in k league challenge .,48,37,0.540652,3.881973,2.098796,2.162981,0.064185,0.110454,MIXED
12105,kim yong-chan,GEN,"Yoon Sang-hyun

Age: 41

Occupation: Actor

Debut: 1996

Height: 170cm

Blood type: A

Hobbies: Playing tennis, reading, drawing

Yoon Sang-hyun is a South Korean actor.

He is a member of the South Korean boy band SG Wannabe in the first generation, which is the first generation of South Korean ballad singers.

He is a member of the group, and he is a talented singer.

He is well-known for his roles in dramas such as “Coffe Prince,” “A Thousand Days’ Promise,” “The Last Embrace,” “Full House,” ",199,133,0.551968,3.861446,2.131395,2.226374,0.094979,0.220128,MIXED
47347,ricardo mijares,REF,"ricardo mijares -lrb- born june 14 , 1988 in gómez palacio , durango , mexico -rrb- is a mexican professional boxer in the lightweight division and is the younger brother of former two-time world champion , cristian mijares .",70,52,0.517042,4.132831,2.136847,2.198621,0.061774,0.12391,MIXED
47347,ricardo mijares,GEN,"Ricardo Mijares was born in 1949 in the Philippines. He was a political activist and a journalist who dedicated his life to fighting for social justice and human rights. He was a member of the National Democratic Front of the Philippines, a communist organization that has been designated as a terrorist group by the United States and the Philippine government.

Mijares was known for his outspoken criticism of the government and for his work in exposing human rights abuses. He was arrested several",198,107,0.540875,2.753133,1.489101,1.477179,-0.011922,-0.048038,MIXED
23287,angeline quinto,REF,"angeline quinto -lrb- born november 26 , 1989 -rrb- is a filipino singer , actress , and winner of `` star power : sharon 's search for the next female pop superstar '' in 2011 .",59,38,0.511668,3.788823,1.93862,1.99809,0.05947,0.13248,MIXED
23287,angeline quinto,GEN,"Angeline Quinto (born May 17, 1990) is a Pinoy Dream Academy Finalist and a finalist from the 6th season of “The Voice of the Philippines” under coach Apl.de.ap.

## Who is the wife of angeline quinto?

Angeline Quinto and her husband, Jomar Arellano, have been married for five years. The couple met on the set of ASAP in 2014.

## What is the real name of angeline quinto?

Angeline Quinto is her real name.

## Does angeline quinto have a child?

Angeline Quinto and her husband, Jomar Arellano, h",200,108,0.550991,3.392163,1.869052,1.849941,-0.019111,-0.049832,MIXED
20029,antonio riquelme,REF,"antonio riquelme -lrb- 9 november 1894 -- 20 march 1968 -rrb- was a spanish film actor .
he appeared in more than 140 films between 1911 and 1967 .",63,46,0.488401,4.213969,2.058109,2.242368,0.18426,0.406993,ALIGNED
20029,antonio riquelme,GEN,"Antonio Riquelme

Antonio Riquelme was a renowned figure in the world of football. He was born on 27 March, 1952 in Peru, but the exact place is unknown. He was a Peruvian football player and coach who had an illustrious career both as a player and a coach. He was a part of many clubs, including Sporting Cristal, Alianza Lima, and Universitario. He also had a brief stint with the Peruvian national team. He was a prolific striker and was known for his lethal shooting skills. He was also known for",201,113,0.488357,3.03537,1.482345,1.51101,0.028665,0.100653,MIXED
55003,woyiram boakye-danquah,REF,"woyiram boakye-danquah is a ghanaian social worker and the former district chief executive of the south dayi district in the volta region of ghana .
boakye-danquah worked as a social worker prior to engaging in politics .
she was nominated by president john kufuor in 2005 for the position of district chief executive of the newly created south dayi district .
this was not endorsed initially by the south dayi district assembly .
she however got appointed later the same year .
she remained in this ",177,118,0.474386,3.677163,1.744396,1.838508,0.094112,0.233816,MIXED
55003,woyiram boakye-danquah,GEN,"Woyiram Boakye-Danquah is a Ghanaian award winning multidisciplinary artist.

She is a director, an actor, a voice over artist, a writer, a public speaker and a multimedia artist.

In 2008, Woyiram was the winner of the Hawa Mahadawi Award for the best actress for her role in the film “Mother’s day” at the 15th African Film Festival.

In 2013, she won the ‘Best Actress’ award for her role in the play ‘The Gift’ at the Accra Theatre Awards.

In 2014, she won the ‘Best Actress’ award for her role ",198,132,0.530249,3.530288,1.871933,2.082791,0.210859,0.410365,ALIGNED
56340,navdeep singh,REF,"lieutenant navdeep singh was a ghatak platoon commander of 15 maratha light infantry regiment in the indian army .
he led an operation to ambush 17 well-trained and armed terrorists who infiltrated into jammu and kashmir state .
he killed 4 of the terrorists and brought an injured team member to safety before succumbing to fatal injury from close range .
he was posthumously conferred the highest peacetime gallantry award of india ashoka chakra by president of india on the 63rd republic day .",129,92,0.504159,3.980117,2.006614,2.129793,0.12318,0.342428,ALIGNED
56340,navdeep singh,GEN,"Navdeep Singh is an Indian film director, screenwriter, and producer. He is the founder and creative head of the banner Frames Production, which is based in Mumbai. He has directed four Hindi films, one Punjabi film, and one English film.

Early life:

Navdeep Singh was born and brought up in Mumbai. He completed his education in Mumbai. He is an alumnus of the Indian School of Business, Hyderabad, and the National Institute of Design, Ahmedabad.

Filmography:

2006: Manorama Six Feet Under;

20",198,114,0.525513,3.27639,1.721785,1.833262,0.111477,0.300425,ALIGNED
35940,john forster,REF,"john forster was an administrator of the english east india company .
he served as president of bengal in the eighteenth century .",32,23,0.569369,4.967604,2.828399,3.063898,0.235499,0.370806,ALIGNED
35940,john forster,GEN,"John Forster
John Forster was born in London on September 2, 1812. He was the son of a jeweler. He received his BA from University College, London and studied at University College, Oxford. In 1832, he became a journalist for The Examiner and in 1840 he became editor of The Athenaeum. In 1849, he became editor of The Daily News. He was a close friend of Charles Dickens and a supporter of radical causes. In 1851, he became the first official biographer of Dickens. In 1870, he became an editor of ",200,129,0.494795,3.029503,1.498984,1.541072,0.042088,0.154702,MIXED
9153,tom dart,REF,"thomas j. `` tom '' dart -lrb- born may 25 , 1962 -rrb- is the sheriff of cook county , illinois , and serves as the chief executive of the second largest such department in the united states after los angeles .",61,45,0.472068,3.937852,1.858936,2.087169,0.228234,0.493093,ALIGNED
9153,tom dart,GEN,"Tom Dart (1915-1987) was an Australian artist who is best known for his paintings of the landscape of rural Victoria. His works are characterized by their bold use of colour and a strong sense of atmosphere.

Born in Ballarat, Victoria, Dart began his artistic career as a commercial artist in Melbourne. He later moved to London where he studied at the Royal Academy of Arts and the Slade School of Fine Art. Upon returning to Australia, he settled in the country town of Stanthorpe, Queensland, whe",200,129,0.502281,2.685757,1.349005,1.336298,-0.012707,-0.056521,MIXED
39467,bobby kajgo,REF,"boban kajgo -lrb- born march 10 , 1989 in mostar -rrb- is a canadian soccer player of serbian origin who plays for the ofk balkan mirijevo in the serbian league belgrade .",59,48,0.506546,4.631628,2.346131,2.405677,0.059546,0.1286,MIXED
39467,bobby kajgo,GEN,"Bobby Kajgo was born on the first day of 1942, under the sign of the taurus. He is one, if not the best, professional wrestler in the world. He is known for his big size, and for being a great fighter. He is also a great actor. He has been in many movies and tv shows. He was born in Canada, but he lives in America now.

He is married to Janice Kajgo, and they have three children:

Chris, 20

Ryan, 15

Kelsey, 12

Bobby Kajgo is one of my favorite wrestlers and actors. He is a great wrestler, and",198,162,0.447535,3.664759,1.640108,1.682894,0.042786,0.111289,MIXED
56869,travis van winkle,REF,"travis scott van winkle -lrb- born november 4 , 1982 -rrb- is an american actor .",30,22,0.573821,4.779406,2.742526,3.042098,0.299573,0.48816,ALIGNED
56869,travis van winkle,GEN,"Travis Van Winkle Biography of Travel: Travis Van Winkle is a notable actor who has appeared in a number of films and television series, most notably as the lead character in the TV series ‘The Following’. He is most known for his role as Jake in the TV series ‘The Vampire Diaries.’

## What is Travis Van Winkle’s net worth in 2017?

Travis Van Winkle’s net worth: Travis Van Winkle is an American actor who has a net worth of $2 million. Travis Van Winkle was born in San Francisco, California in ",200,111,0.542169,3.077279,1.668405,1.705602,0.037197,0.109114,MIXED
1826,lori black,REF,"lori black -lrb- born april 9 , 1954 -rrb- , also known as lorax , is an american musician born in santa monica , california .
she is the daughter of shirley temple and charles alden black .
she played bass for clown alley and for the melvins .
she has since stopped performing , and has become a photographer .",88,76,0.508772,4.584994,2.332718,2.459559,0.126841,0.252547,ALIGNED
